Mixed feelings	Hudgir comment hodadre yast like billatavala
Positive	ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ but super action in music
unknown state	Super rakshith shetty
unknown state	Rasmeka u r un like he is so cuteeeeee his simple  alte
unknown state	Fans wars bittu Nam Kannada films belibeku annoru like madi..
Positive	Kannada namma modala aadyathe aagirbeku
unknown state	@Samyak H P ಖಂಡಿತವಾಗಿಯೂ
unknown state	@Bhimrao Naik appu fans support all Kannada films
Negative	@Krishna Tirividi 🤦‍🤦‍
unknown state	@Bhimrao Naik nIde beda anta helodu
Mixed feelings	@Krishna Tirividi yes support all kannada cinema
unknown state	Krishna Tirividi ಹೌದು ಕರೆಕ್ಟ್..ಅಪ್ಪು ಫ್ಯಾನ್ ಕಡೆಯಿಂದ..
Positive	ಈ ಕನ್ನಡ ಚಿತ್ರದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಹೆಮ್ಮೆ ಇದೆ. ಅವರು ಸಾಕಷ್ಟು ಪ್ರಚಾರವನ್ನು ಮಾಡಲಿಲ್ಲ. ಅವರು ಸ್ಪರ್ಧಾತ್ಮಕ ಜಗತ್ತಿನಲ್ಲಿದ್ದಾರೆ ಎಂಬುದನ್ನು ಅವರು ಮರೆತಿದ್ದಾರೆಯೇ? ನನ್ನ ಹೃದಯ ಕಳೆದುಹೋಗಿದೆ
Positive	#Dia ರೀ ರಿಲೀಸ್ ಮಾಡಿ
Positive	#ದಿಯಾ  ರೀ ರಿಲೀಸ್ ಮಾಡಿ
unknown state	Mungaru male and dia
Positive	Dubai le fcbk le movie nodiedi  eyes le ner bantu nam jana ke yav cinema nodbeyaku anta gotilla kgf movie barueti odi badi hogi noderi
Mixed feelings	Good movie... Thanks die Team... Sorry.
unknown state	Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up
Positive	Diya and love mocktail ಮತ್ತೆ release aagbeku ಥಿಯೇಟರ್ li nodbeku
Negative	S true. Ivattina namma industry kathe idu...  but inmunde e eradu sensational movies inda next yavde olle movie bandru nam jana olle response kodtare ankotidini...  hage adre innu ollede
unknown state	Sir naanu Visakhapatnam li iradhu
Positive	Pls yestto jana nodlila film ...innome reles maadi ....naan antu bigg fan of dia
Negative	ಟೆಲಿಗ್ರಾಮ್ ಅಂತ  app  ಇದೆ ಅದನ್ನ ಮೊದಲು ಬ್ಯಾನ್ ಮಾಡ್ಸಿ ಸರಿಹೋಗತ್ತೆ ...ಹೊಸ ಕನ್ನಡ ಸಿನಿಮಾ ರೀಲಿಸ್ ನಾಳೆಗೆ ಬಂದಿರುತ್ತೆ ಮೊಬೈಲ್ ಗೆ ಟೆಲಿಗ್ರಾಮ್ ಅಲ್ಲಿ
Negative	Nijwaglu neewe crt agii promotion madila
Negative	Promotion chennag madilla
Positive	Movie sakathage edi.. nodi...
Positive	Dia super movie
Positive	Amazon prime alli bittidira....yella manele nodtare....
Negative	Sir intha cinema madida mele dodda mattadalli prachara madbekittu. nNodi prem avru dabba film madudru hype build-up create madodralli etthida kai.
Negative	suvarna chanle nemge studio elva yvdo gujari jagadali madidira ade star actors agidre hege madtidra
Negative	Sir ennond sala re release madi  dabba nan maklu movie na teligram nalli online nalli bitre yar theater ge barthare sir first film industry navru yalru seri ban madsi film release agi 6 months yalli oragade sigbardhu avagaga nim kasta pattu madiro kelsakke prathipala sigutte   movie release agi next day ne mobile nalli bandre jana theater ge hogodilla soo sad
Mixed feelings	Yelru mobile nalli nodidare theater hogi nodrapoa plz
unknown state	Sir madam ninmna once aldru meet mada beku
Mixed feelings	ನಂಗೆ ತುಂಬಾ ಬೇಜರಾಯಿತು ಒಂದು ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಿಸ್ ಮಾಡ್ಕೊಂಡೆ ಅಂತ theater li ನೋಡಬೇಕಿತ್ತು.nI feel guilty
Mixed feelings	Movie na theatre nalli nodokagilla anta and movie tumba dina odilla anta bejaragtide
Negative	ಏನ್ ಹೇಳೋಣ.....?nSimply ಸೂಪರ್.......nದಿಯಾ ಮಾತ್ರ ಅಲ್ಲ... ಇಂಥಹ ಹಲವು ಸಿನಿಮಾಗಳು  ಗೆಲ್ಲುತ್ತಾ ಇಲ್ಲ...ನನ್ನ ಪ್ರಕಾರ ಥಿಯೇಟರ್ ನ ಟಿಕೆಟ್ ಬೆಲೆ ಕಡಿಮೆ ಅಗಬೇಕು.
Negative	7 ವರ್ಷ ಕಷ್ಟಪಟ್ಟು ಮಾಡಿರೋ ಸಿನಿಮಾವನ್ನು ಸರಿಯಾದ ಸಮಯಕ್ಕೆ ಬಿಡುಗಡೆ ಮಾಡ್ಬೇಕಿತ್ತು ಸರ್... ಕೊರೋನಾ ವೈರಸ್ ಬಗ್ಗೆ ತಿಂಗಳ ಹಿಂದೆ ಮಾಹಿತಿ ಇತ್ತು.. ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ಸೋತಿದ್ದೇ ಆಗಿದ್ರೆ ಅದು ನಿಮ್ಮದೇ ತಪ್ಪಿಂದ... ಆದ್ರೆ ಇಂತ ಅದ್ಬುತ ಸಿನಿಮಾವನ್ನು ಇನ್ನೊಮ್ಮೆ ರಿ ರಿಲೀಸ್ ಮಾಡಿ ಸರ್....
Negative	ಪ್ರತಿವೊಬ್ಬ ವ್ಯಕ್ತಿ ಜೀವನದಲ್ಲಿ ಆಗುವಂತ ಕಥೆ . ನಿಜಕು ಈ ಫಿಲಂ ಫೀಲಿಂಗ್ ನು ವ್ಯಕ್ತ ಪಡಿಸುತೆ .
Positive	I like prutvi Ambar (adi) style
Positive	ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು
Positive	ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....#ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.
Positive	Yas re relis madi
Positive	Super Film Dia
Positive	Prudvi supar acting sakkat suuuuuupar film
Positive	ದಿಯಾ ಅದ್ಭುತ ಚಿತ್ರ! ನನ್ನ ಪ್ರಕಾರ ಯಾಕೆ ಈ ಚಿತ್ರ ಸಿನೆಮಾದಲ್ಲಿ ಓಡಿಲ್ಲಾ ಅಂತ ನನ್ನ ಅನಿಸಿಕೆ  ಹೇಳುತ್ತೇನೆ
Mixed feelings	ಇಂತ ಮೂವಿ ನಾ ಥಿಯೇಟರ್ ನಲ್ಲಿ ನೋಡಿಲ್ಲ ಅಂತ ತುಂಬಾ ಪಶ್ಚಾತಾಪ ಆಗ್ತಿದೆ
Mixed feelings	ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ
Negative	Howdu movie Adbhuta..... tumba chennagide..... but ending swalpa disturbing ansatte..... adi and diya ondagiddidre innu chennagirtittu..... Elru tumba chennag act madidare
Positive	I love you Dia..
Positive	Re relice agbeku
Positive	ತುಂಬಾ ಒಳ್ಳೆ ಸಿನೆಮಾ.. Best movie of 2020 in kannada
unknown state	96 film tamil alli blockbuster... gultoo
Positive	ಡೈರೆಕ್ಟರ್ ಗೆ  ಶರಣು
unknown state	1st rank raju
Negative	ಈಗಿನ ಬಿಜಿ ಕೆಲಸಗಳಲ್ಲಿ  ಸಮಯ  ದೊರೆಯದೆ ಸಿನಿಮಾ ಗಳನ್ನು ಥಿಯೇಟರ್ ಗಳಲ್ಲಿ ನೋಡಲು ಸಾಧ್ಯವಾಗಿರುವುದಿಲ್ಲ ಯಾವುದೇ ಸಿನಿಮಾ ನಾವು ಎಲ್ಲೇ ನೋಡಿದರು ಸಾಮಾನ್ಯ ಪ್ರೇಕ್ಷಕನಿಗೆ ಒಪ್ಪಿಗೆಯಾದಲ್ಲಿ ಅಯ್ಯೋ ಇಂತಹ ಒಳ್ಳೆಯ ಚಿತ್ರವನ್ನು ಚಿತ್ರಮಂದಿರದಲ್ಲಿ ಹಣವನ್ನು ಕೊಟ್ಟು ವೀಕ್ಷಿಸಲು ಸಾಧ್ಯವಾಗದಿರುವುದಕ್ಕೆ ನನ್ನ ಹಾಗೆ ಎಷ್ಟು ಜನ ಪಶ್ಚಾತಾಪ ಪಟ್ಟಿರುತ್ತಾರೆ ಇನ್ನು ಮುಂದೆ ದಯವಿಟ್ಟು ಚಿತ್ರಗಳ ನಿರ್ಮಾಪಕರ ಹಾಗೂ ನಿರ್ದೇಶಕರ ವಾಟ್ಸಪ್ ಫೇಸ್ಬುಕ್ನಲ್ಲಿ ತಮ್ಮ ಅಕೌಂಟ್ ನಂಬರನ್ನು ಅಥವಾ ಗೂಗಲ್ ಪೇ ಫೋನ್ ಪೇ ಸಂಬಂಧಪಟ್ಟ ನಂಬರ್ ಗಳನ್ನು ನಮೂದಿಸಿ ದಲ್ಲಿ ಸಿನಿಮಾ ಬಗ್ಗೆ ನಮ್ಮ ಅಭಿಪ್ರಾಯಗಳ ಸಮೇತ ತಮಗೆ ಹಣ ಸಂದಾಯ ಸಹಾಯ ರೂಪದಲ್ಲಿ ನೆರವಾಗುವ ಕಾರ್ಯಕ್ಕೆ ಕರ್ನಾಟಕ ಪ್ರೇಕ್ಷಕರಿಂದಲೇ ಚಾಲನೆ ಸಿಗಲಿnnಯಾರಿಗೊತ್ತು ಮುಂದೆ ಇದೇ ಹಣ ಸಾವಿರ ಗಳಲ್ಲಿ ಪ್ರಾರಂಭವಾಗಿ ಲಕ್ಷ ಅಥವಾ ಕೋಟಿಗಟ್ಟಲೆ ಆಗಬಹುದು ದಯವಿಟ್ಟು ನಿರ್ಮಾಪಕರು ನಿರ್ದೇಶಕರು ಅನ್ಯತಾ ತಪ್ಪು ತಿಳಿಯಬಾರದು.
Positive	Re release madi
Negative	Ellla ok kannada kammmi aytu   nimm mathalli
Mixed feelings	Sir e Corona effect mugidmele rerelease maadakaagalva
Positive	Re realise maadenName change maade
Mixed feelings	jana theatre ge bandilla aadrinda collection kadime aagide
Positive	Nijvaaglu film na teaternalli nodade iroke sry. Innondu sari release madi
Positive	Wonderful movie Osm
Positive	ಹೌದು ಸರ್ ಫಿಲ್ಮ್ ಸೂಪರ್ ಡುಪರ್ nಜನ ಯಾಕೇ ಬರುತ್ತಿಲ್ಲ ಅಂದರೆ ನನ್ನ ಪ್ರಕಾರ ಕರೊನಾ ವೈರಸ್ ಮೂಲಾ
Positive	ಇಂತ  ಸಿನಿಮಾ   ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ   ಬೇಕು
Mixed feelings	ನಾನು ಕೇಳಿರುವಹಾಗೆ ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್ ರವರ ರಂಗನಾಯಕಿ ಚಿತ್ರ ಕೂಡ ಮೊದಲನೇ ಬಾರಿ ತೆರೆಕಂಡಾಗ ಜನರು  ಮಿಶ್ರ ಪ್ರತಿಕ್ರೆಯೆ ನೀಡಿದ್ದರು ಏಕೆ ಎಂಬುವುದು ಯಕ್ಷ ಪ್ರಶ್ನೆ ಆದರೆ ದೇವರ ಮೇಲೆ ಭಾರಹಾಕಿ ಎರಡನೇಸಲ ಬಿಡುಗಡೆ ಮಾಡಿದಾಗ ಅದಕ್ಕೆ ಸಿಕ್ಕ ಪ್ರತಿಕ್ರಿಯೆ ಅಬೂತಪೂರ್ವಕ ನಿರ್ಮಾಪಕರಿಗೆ ತುಕ್ಕಿಡಿದ ಕಬ್ಬಿಣ ವಾಗಿದ್ದ ಸಿನಿಮಾ ಈಗ ಚಿನ್ನದ ಗಟ್ಟಿಯಾಗಿ ಹೊರಹೊಮ್ಮಿತು n ಹೀಗಾಗಿ ನಾನು ಚಿತ್ರತಂಡದಲ್ಲಿ ಮಾಡುವ ಕಳಕಳಿ ವಿನಂತಿ ಧಯಮಾಡಿ ಸಿನಿಮಾವನ್ನು (Corona effect )ಬಳಿಕ Re-Release ಮಾಡಿ nನನ್ನ ಈ ಕೋರಿಕೆಯನ್ನು ಚಿತ್ರತಂಡಕ್ಕೆ ತಿಳಿಸಿ
Positive	ಮೊವಿ ಸೂಪರ್ ಇಂತ ಒಳ್ಳೆ ಡೈರೆಕ್ಟರ್
Positive	One week salala .reach abeku ivag ela fast ide .nyc movie nodbeku etara agbhardu .node nodthare jana nodo tym ivag irbeku .etara agbhardu
Negative	ನಾನು‌ ಕೂಡ ಮೊಬೈಲ್‌ನಲಿ‌ ನೊಡಿದ್ದೆನೆ ಎಂಬ ಪ್ರಜ್ನೆ ಕಾಡತಾ ಇದೆ...ನಿರ್ಮಾಪಕರ ಖಾತೆ‌ ನಂ. ಹಾಕಿ‌ ದುಡ್ಡು ಹಾಕುವ.
Mixed feelings	Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini
Positive	ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರ ದಿಯಾ ಅಂದರೆ ತಪ್ಪಾಗಲಾರದು..ಪುನಃ ರೀ ರಿಲಿಸ್ ಮಾಡಬೇಕು....
Positive	Master piece movie
Positive	Superb movieeeeeee ....
Positive	good movie. re realse sir.
Negative	Plz send account details
unknown state	Nan nodidini mobile li
Negative	6-5=2 film ತಂಡ ಮಾಡಿದೆ andiddake...e ಫಿಲ್ಮ್ ತುಂಬಾ ಜನ ನೋಡದೆ ಇರ್ಬೋದು...aa ಫಿಲ್ಮ್ ತುಂಬಾ ಗಿಮಿಕ್ ಇಂದ ತುಂಬಿತ್ತು...but this film..has good story base...stop promoting with 6-5=2....all the best
Positive	Superb movie sir
Negative	ಇಡೀ ಸಿನಿಮಾ ಎಲ್ಲಿಯೂ ಕೂಡ ಬೇಸರ ಪಡಿಸದೆ ಉತ್ತಮವಾಗಿ‌ ಪ್ರೇಕ್ಷಕರ ಮನಸ್ಸನ್ನ  ಸೆಳೆಯುವಂತೆ ಮೂಡಿ ಬಂದಿದೆ ಗುಡ್ ಲಕ್ ಬ್ರದರ್
Positive	Film super.tumba kaaduva cinema
Mixed feelings	BECAUSE ONLY CORONA...n&nPIRACY...
Positive	ಸ್ವಲ್ಪ ದಿನದ ಹಿಂದೆ ಈ ಮೂವಿ ನೋಡ್ದೆ ನಿಜವಾಗಲೂ ಅದ್ಬುತವಾದ ಮೂವಿ... ಥೀಯೇಟರ್ನಲ್ಲಿ  ನೋಡ್ಲಿಲ್ವಾಲ ಅಂತ ತುಂಬಾ  ಫೀಲ್ ಆಯ್ತು..
Positive	Diya is super ....movie
Positive	ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ climax ಬೆಕಾಗಿತ್ತು
Negative	Ittheechige nodida movie DIA and love mocktail... 2 movie janake olle movie correctaagi thalupisbeku illandre heege nelakacchutthe.....  promotion maadoke social media use maadkondu janaranna thalupabeku...  innaadru industry avru yecchetthbeku
unknown state	nanu Attidini climax nalli
Positive	ಈ ವರ್ಷದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರಗಳು ದಿಯಾ & ಲವ್ ಮಾಕ್ಟೇಲ್....
Positive	Film nalli yellara kelasa chennagide.heroin super aagiddare .super aagi act maadiddarenDuddalli sothiddareno gothilla.kannadigara hrudayadalli film geddide.heroine ge dayAvittu chance kodi
Mixed feelings	Sorry ..nFilm thetarally  nododakkagta ella..nEnadruu theatar open adre nan nija hogtini ..matte friendsnu karkondu hogtini .
Negative	ಪ್ರಚಾರದ ಕೊರತೆಯಿಂದ ಈ ಸಿನಿಮಾ ಸೊತಿದೆ......
Negative	YouTube nali upload agiroduna modhlu delete madsii
Mixed feelings	An untold feelings
Mixed feelings	Movie super and climax chapper
Positive	Love u team
Negative	Proper promotion maadila sir
Mixed feelings	Nim movie scene Evaga viral aagidhe anna
unknown state	Diya
Positive	Edalla Corona havali mugid mele e film na re release madbeku
unknown state	Please movie na re release madi
Positive	Ivaribbarde daralli ellrigu ista agodu
Positive	ತುಂಬಾ ಕಾಡುತ್ತೆ ಈ ಸಿನಿಮಾದ ಕಥೆ.....nಈ ಸಿನಿಮಾನ ನೋಡಿದವರು..  ಕಥಾ ಶ್ರೀಮಂತಿಕೆಯನ್ನು..  ಭಾವನೆಗಳ ಭಾವವನ್ನು  ತಮ್ಮ ಮನಸ್ಸಿನಲ್ಲಿ ತಾವೇ ಅನುಭವಿಸುವುದು ಖಂಡಿತ........n# ದಿಯಾ # ಸರಳ ಸಹಜ ಸುಂದರ ಸಿನಿಮಾ......
Negative	Naa innomme e movie naodalla  avanajji eradu dina aytu hale hudgi nenapagi uta illa nidde illa sayotara annistide
Negative	ದಿಯಾ ಮತ್ತು ಲವ್ ಮಾಕಟೆಲ ಚಿತ್ರದ ಬಗ್ಗೆ ಪ್ರಚಾರ ಕಮ್ಮಿ ಆಗಿದೆ
unknown state	Bere bashyalli anuvadha maadi
Negative	ನನ್ನ ಪ್ರಕಾರ ಸಿನೆಮಾದ ಹೆಸರಿನ ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ಗಮನ ಹರಿಸಬೇಕಿತ್ತು ಅನ್ನಿಸುತ್ತಿದೆ
Negative	Yak jana barthilla andre sir yaro loffer nanna maklu YouTube Facebook yella kadenu movie na akidare yellaru elle nodtare heg bartare heli
Positive	Best film ide sirr love u alla ಯಾಕೆ ಇ film ಇಷ್ಟ ಅಂದ್ರೆ ಇದರಲ್ಲಿ ಬರುವ ಪಾತ್ರ ನಮ್ಮ್ಗ ಎನೂ link ಇದೇ ಅನ್ನೋ ಥರ ಇದೆ supper sir
Positive	Awesome movie sir
Positive	Ondu olle movie na theater nalli nodoke miss maadkonde......
Positive	Amazing film.. .. .. .. .. .. .. .
Positive	Yella characters supermatte re release madi
Positive	Adi dia super acting🥰
Positive	ನಿಮ್ಮ ದ್ವನಿ ಹೀಗೆ ಬರಲಿ ಸರ್ ಟ್ರೈಲರ್ ಅದ್ಭುತವಾಗಿದೆ
Positive	Super a'm waiting jantal man
Positive	Pakka movie channagirutte..nN suspense movie for sure
Negative	TUNNE YASH BOLIMAGANE
Positive	ಎಲ್ಲಾ ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಸುತ್ತೇವೆ
Negative	SHYATA YASH
Mixed feelings	ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ
Positive	Y. Boss.ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ. All the best Sir....
Negative	Y boss yaro sade
unknown state	@christ anil nimmappa alvenro
not-Kannada	Looks promising..
Positive	ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಸೂಪರ್ ಗುರು
Positive	D Boss fans ಕಡೆಯಿಂದ ಆಲ್ di best
Positive	ನಮ್ಮೆಲ್ಲರ ನೆಚ್ಚಿನ ನಟ ಪ್ರಜ್ವಲ್ ಅವರಿಗೆ ಅದ್ಬುತ ಯಶಸ್ಸು ಸಿಗಲಿ
Positive	Prajwal devaraj looks sooooo handsome in ANANTHU VS NUSRUTH kannada movie
Negative	Yavdu nodtidira adar bagge aste Madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi
Positive	ಸೂಪರ್... ಜಂಟಲ್ ಮ್ಯಾನ್..... All the best
Positive	ಸೂಪರ್ ಜೈ ಡಿ ಬಾಸ್
Positive	ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದೀ ಬೆಷ್ಟ ಸೂಪರ್ ಟ್ರೇಲರ
unknown state	Soori anba song nodi bandavru  like maadi
Positive	Most handsome Kannada film industry
Positive	ಅಪ್ಪು ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಹಿಮ್
Positive	Superb trailer ......
not-Kannada	Prajwal look is different
Positive	Curiousity thumba jaasthi aagthide bega release maddri
Positive	ಜಂಟಲ್ ಮ್ಯಾನ್ ಟ್ರೈಲರ್ ತುಂಬಾ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಎಲ್ಲರೂ ನೋಡಿ ತಪ್ಪದೇ ಶೇರ್ ಮಾಡಿ ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರ ತಂಡದವರಿಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿn
Positive	Super conceptnReally Prajwal Devaraj eetara cinema select madi madtare ankondirlilla super concept
Positive	ಯಾದಗಿರಿ ಜಿಲ್ಲಾ ಶಾಪುರ್ ತಾಲ್ಲೂಕು ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು   ಕಡೆಯಿಂದ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಮೂವಿ ಜೆಂಟಲ್ಮ್ಯಾನ್ all theಬೆಸ್ಟ್ ಸೂಪರ್ ಟ್ರೈಲರ್
Negative	ರೀಮೇಕ್ ಮೂವಿ....ಇರ್ಬೇಕು ತಮಿಳ್ ವಿಶಾಲ್ ದು ಅಲ್ವಾ
not-Kannada	Allappa beta aaa
Positive	ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ All the best......
unknown state	@Chethan Chethu ಜೈ ಡಿ ಬಾಸ್
unknown state	Jai D Bossssss
Positive	Remake ಮಾಡಿ hit ಕೊಡೊಕೆ ಇದು 2010 ಅಲ್ಲ.n2020 Swamake ಮಾಡಿ ಖಂಡಿತ hit ಕೊಡುತ್ತೆ.nಗೆಳೆಯ ಅಂತ ಸಿನಿಮಾಗಳು ಮಾಡಿ
Mixed feelings	Idu remake alla kanappa
unknown state	@psushilshankar ENT.
Negative	Lo remake alla antha hekde tane
Positive	ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ
Positive	God bless prajju sir
unknown state	Let's pray
Positive	ವಾವ್ ಸೂಪರ್ ಹಿಟ್
Positive	Beautiful movies sar
Negative	Lucchan Tara para basheyavra thika nekkbardu ashte Alva guru
Negative	@d boss mania Bhrame nalli baduktidiya chinna nnModlu darshan ye boss ge bucket hidadu beladirodu adunna taleli itko nnDarshan antha 100 jana na industry boss belsavrennavryako innobban ge bucket hiditare bucket nan magne
Negative	@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state
Negative	@ಕಿಚ್ಚನ ಹಾವಳಿ o reviews chennagiddru movie odlilla yakkapa other lamguagalli
Negative	@d boss mania Nanag gottu bido childnnPailwaan flop
Negative	@ಕಿಚ್ಚನ ಹಾವಳಿ astu cheepalla bido nimtara 60cr above madide pailwan kurukshetra 100cr collection madide
Mixed feelings	@ಕಿಚ್ಚನ ಹಾವಳಿ book my show Alli pailwan 16cr kurukshetra 28cr madide nodo amele maatadu yavdu jaasti collection madide anta
unknown state	@d boss mania Yegurkollale cake cutting puk
Positive	All the best fro ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್
Positive	Jai D Boss
Positive	Jai D ಬಾಸ್
Positive	HAI NANOO KOODA ...BHARATHnNANGU ASTE NIDDE ONDU DODDA KAYILE...AGIDE
unknown state	Bookmyshow nalli Robert ge interest kodi
unknown state	Prajwal Devraj is Back
unknown state	1st view bro
Positive	ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಡೈನಾಮಿಕ್ ಪ್ರಿನ್ಸ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಸರ್ ಗೆ ಅಭಿನಂದನೆಗಳು ಮತ್ತು ಈ ಚಿತ್ರವು ಜನರ ಮನಸ್ಸನ್ನು ಗೆಲ್ಲಲಿ ಎಂದು ಹಾರೈಸುತ್ತೇವೆ...n                            - ಜೈ ಡಿ ಬಾಸ್
unknown state	Like madi link share madi
unknown state	ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ
unknown state	ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ
Negative	ಒಬ್ರು ಹೋಗಿ ಫಿಲ್ಮ್ ನೋಡಲ್ಲ
unknown state	@MADHU S B
Negative	ningyak like madbeko
Negative	@Revan kumar khare heldi🤣
unknown state	@MADHU S B ಹೌದು ಗುರು
Negative	@MADHU S B ಪಕ್ಕಾ ಹೇಳ್ದೆ ಗುರು.... ಈ ಗೂಬಾಡ್ ನನ್ಮಕ್ಳು
Mixed feelings	ಯಾರ್ಯಾರು ಕೇಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ 🤣
unknown state	Srinidhi ಶ್ರೀ w
unknown state	Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu
unknown state	Hello Hindi song
unknown state	Hindi song trailer no promotion release Hindi trailer in Hindi channel
unknown state	Hindi me lao
Mixed feelings	Sir Karnataka outside promotion ಚನ್ನಾಗಿ ಮಾಡಿ
Positive	Malayalam singer is good
Positive	Sir navu kannadadavru #asn moviena nale release madidru nodthivi.... #Kgf rangeGe bere bhashelu promote madi modlu...Kannadadallanthu % hit
Positive	Vijayprakash Golden Voice...
not-Kannada	Super song awesome
unknown state	Hidden details in trailer of Avane Srimanarayana ....n
not-Kannada	Need it in Hindiiiiiiii
unknown state	Malayalam singer
Mixed feelings	ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಮಾಡಿದಿರ ಆದರೆ ಒಳ್ಳೆ promation ಯಾಕೆ ಮಾಡ್ತಾಇಲ್ಲ
Mixed feelings	Promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir Karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಾಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir
Positive	Hindi illa Andre 300 crore agodu dream ashte
unknown state	Next Shankar nag born
unknown state	Hindi song bittilva?
unknown state	Bro hindi language pls
not-Kannada	Hindi version release in t series
unknown state	Paramvah Music Hindi?
Positive	Super rakshit shetty film song
Negative	Yenthadu Sir... Northnalli promotion yavaga maadthiri ??? Namge eh film gellalebeku ...damayya marre
unknown state	I am looking for Hindi song...
not-Kannada	We need Hindi
Positive	Full fidaaaaaaaa.....!!!
not-Kannada	Where is hindhi song plz upload  hi dhi version
not-Kannada	Release in Hindi pls
Positive	ಯಲ್ಲ ಭಾಷೆಲು  ನೋಡಿದೆ ಫುಲ್ ಬೆಂಕಿ ಪಾ
Positive	Kannada promotion beda.. Kannadigaru nimmana gellistare
Positive	Idu charitre baryuva..Narayana..
unknown state	Next shankar nag boss
Mixed feelings	Game yavadu bro adu
unknown state	GTA 5 BRO
Mixed feelings	Bro ನೀವು ಯಾವ ಗೇಮ್  ಅಡ್ತ ಇರೋದು
unknown state	GTA 5 bro
Positive	@Creative Kannadiga tysm Anna....nivu comment madidakke...bt sry Anna...bcaz nan insta use madalla
Positive	Jai Hind  jai Karnatakan               AndnSuper song bro
Positive	Super Anna full gicha gili gili
Positive	Song ista adaro illi like madi
not-Kannada	Super bro
unknown state	Gta 5 bro
Mixed feelings	Tqsm bro
Positive	Full rada rada macha henge navu
not-Kannada	I'm full happy bro 🤣🤣 Super Guru  l m full happy bro
